m.0dgq_kn	The Girl with the Dragon Tattoo	m.027zz	David Fincher	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.01qb559	Con Air	m.0gprt0	Simon West	film.film.directed_by
m.047gn4y	Prince of Persia: The Sands of Time	m.03dpdl	Mike Newell	film.film.directed_by
m.0c3z0	Cast Away	m.01f7j9	Robert Zemeckis	film.film.directed_by,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.044g_k	Superman Returns	m.07nznf	Bryan Singer	film.film.produced_by,film.film.story_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0fdv3	Star Wars Episode III: Revenge of the Sith	m.0343h	George Lucas	film.film.starring..film.performance.actor,film.film.written_by,film.film.executive_produced_by,film.film.directed_by
m.02wgk1	Spider-Man 2	m.072vj	Sam Raimi	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.0bpm4yw	The Dark Knight Rises	m.0184dt	Christopher Nolan	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.story_by,film.film.written_by
m.02dr9j	King Kong	m.0js9s	Peter Jackson	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.starring..film.performance.actor,film.film.produced_by
m.0fb7sd	The Kingdom	m.064jjy	Peter Berg	film.film.starring..film.performance.actor,film.film.directed_by
m.0m313	Shakespeare in Love	m.01z9w2	John Madden	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.02r1c18	A Serious Man	m.02kxbx3	Joel Coen	film.film.produced_by,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.edited_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.08hmch	X-Men Origins: Wolverine	m.0bvkd3	Gavin Hood	film.film.directed_by
m.01qb5d	X2	m.07nznf	Bryan Singer	film.film.story_by,film.film.executive_produced_by,film.film.starring..film.performance.actor,film.film.directed_by
m.0h14ln	Perfume: The Story of a Murderer	m.01_xv9	Tom Tykwer	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by,film.film.music
m.09g7vfw	Dark Shadows	m.07rd7	Tim Burton	film.film.directed_by
m.03hmt9b	Slumdog Millionaire	m.0qf43	Danny Boyle	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.0g5838s	The Impossible	m.03ckzqs	Juan Antonio Bayona	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0bh8yn3	Green Lantern	m.035t2x	Martin Campbell	film.film.directed_by
m.03cp4cn	Shutter Island	m.04sry	Martin Scorsese	film.film.directed_by,film.film.produced_by
m.053rxgm	The Expendables	m.0gn30	Sylvester Stallone	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.starring..film.performance.actor,film.film.directed_by,film.film.written_by
m.0g9lm2	The Queen	m.03nk3t	Stephen Frears	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.06_wqk4	Valentine's Day	m.02ndbd	Garry Marshall	film.film.directed_by,film.film.starring..film.performance.actor
m.05zlld0	Transformers	m.02qzjj	Michael Bay	film.film.executive_produced_by,film.film.directed_by
m.0dc_ms	Hellboy	m.063b4k	Guillermo del Toro	film.film.written_by,film.film.directed_by
m.02vjp3	Sky Captain and the World of Tomorrow	m.03sz8j	Kerry Conran	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.01cmp9	Chicago	m.02hc7q	Rob Marshall	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.09q23x	Charlie Wilson's War	m.0hskw	Mike Nichols	film.film.directed_by
m.011yd2	Apollo 13	m.0g2lq	Ron Howard	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0g9zljd	A Separation	m.0g5j4t	Asghar Farhadi	film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.04w7rn	The Golden Compass	m.034bgm	Chris Weitz	film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.09hy79	The Lovely Bones	m.0js9s	Peter Jackson	film.film.produced_by,film.film.directed_by,film.film.written_by,film.film.starring..film.performance.actor
m.0661ql3	Inception	m.0184dt	Christopher Nolan	film.film.directed_by,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0642xf3	Percy Jackson & the Olympians: The Lightning Thief	m.01r2c7	Chris Columbus	film.film.directed_by,film.film.produced_by
m.0czyxs	Watchmen	m.0852vk	Zack Snyder	film.film.starring..film.performance.actor,film.film.directed_by
m.0gmcwlb	The Artist	m.0gg5tc8	Michel Hazanavicius	film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.edited_by,film.film.directed_by
m.0pc62	Pearl Harbor	m.02qzjj	Michael Bay	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by,film.film.directed_by
m.0gxbfy6	Mirror Mirror	m.06dddx	Tarsem Singh	film.film.directed_by
m.0c0nhgv	Moneyball	m.09yvwb	Bennett Miller	film.film.directed_by
m.01vksx	Pirates of the Caribbean: The Curse of the Black Pearl	m.080p_h	Gore Verbinski	film.film.directed_by
m.05pdh86	New Moon	m.034bgm	Chris Weitz	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.09q5w2	Gladiator	m.06chf	Ridley Scott	film.film.directed_by,film.film.executive_produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
